"Testvector";"Feature Group";"Feature";"Testcase";"URL";"Play";"description";"source";"profile";"duration";"mpd_type";"min_update_period";"time_shift_buffer_depth";"num_periods";"max_num_video";"max_num_audio";"multi_resolution_video";"max_video_resolution";"mime_types";"video_codec";"audio_codec";"segment_template";"segment_template_number";"segment_template_time";"segment_template_duration";"segment_timeline";"content_protection_schemeid_uri";"cenc_pssh";"essential_property_schemeid_uri";"base_url";"segment_template_presentation_timeoffset";"urn_mpeg_dash_period_continuity_2014";"utc_timing_schemeid_uri";"inband_event_stream_schemeid_uri";"early_terminated_period";"period_xlink_href";"period_xlink_actuate";"default_content";"asset_identifier";"Bit Depth"
"Test Vector 4";"HEVC Test Vectors";"HEVC Single Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/1b/1/TOS_Live_HEVC_MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/1b/1/TOS_Live_HEVC_MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264,http://dashif.org/guidelines/dash-if-simple";"PT0H12M14.17S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"hev1.1.6.L93.90";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 4";"HEVC Test Vectors";"HEVC Multi-Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/2a/12/tos_ondemand_multires_10bit_hev.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/2a/12/tos_ondemand_multires_10bit_hev.mpd""";"On-demand, multi resolution (upto 1080p), 10-bit hev";"";"urn:mpeg:dash:profile:isoff-on-demand:2011,http://dashif.org/guidelines/dash-if-main";"PT0H12M14.167S";"static";"";"";"1";"4";"1";"yes";"1920x1080";"video/mp4,audio/mp4";"hev1.2.4.L63.90,hev1.2.4.L90.90,hev1.2.4.L93.90,hev1.2.4.L120.90";"mp4a.40.2";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 5";"HEVC Test Vectors";"HEVC Single Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/1b/2/BBB_Live_HEVC_MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/1b/2/BBB_Live_HEVC_MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"PT0H9M56.29S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"hev1.1.6.L93.90";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 5";"HEVC Test Vectors";"HEVC Multi-Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/2a/13/tos_ondemand_multires_10bit_hvc.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/2a/13/tos_ondemand_multires_10bit_hvc.mpd""";"On-demand, multi resolution (upto 1080p), 10-bit hvc";"";"urn:mpeg:dash:profile:isoff-on-demand:2011,http://dashif.org/guidelines/dash-if-main";"PT0H12M14.167S";"static";"";"";"1";"4";"1";"yes";"1920x1080";"video/mp4,audio/mp4";"hvc1.2.4.L63.90,hvc1.2.4.L90.90,hvc1.2.4.L93.90,hvc1.2.4.L120.90";"mp4a.40.2";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 6";"HEVC Test Vectors";"HEVC Single Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/1b/10/tos_live_multirate_hvc.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/1b/10/tos_live_multirate_hvc.mpd""";"Live, single resolution (720p) 8 bit, hvc";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"PT0H12M14.167S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"hvc1.1.6.L93.90";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 6";"HEVC Test Vectors";"HEVC Multi-Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/2b/1/TOS_Live_HEVC_MultiRes.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/2b/1/TOS_Live_HEVC_MultiRes.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash264,http://dashif.org/guidelines/dash-if-simple";"PT0H12M14.17S";"static";"";"";"1";"4";"1";"yes";"1920x1080";"video/mp4,audio/mp4";"hev1.1.6.L63.90,hev1.1.6.L90.90,hev1.1.6.L93.90,hev1.1.6.L120.90";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 7";"HEVC Test Vectors";"HEVC Multi-Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/2b/2/BBB_Live_HEVC_MultiRes.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/2b/2/BBB_Live_HEVC_MultiRes.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"PT0H9M56.29S";"static";"";"";"1";"4";"1";"yes";"1920x1080";"video/mp4,audio/mp4";"hev1.1.6.L63.90,hev1.1.6.L90.90,hev1.1.6.L93.90,hev1.1.6.L120.90";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 8";"HEVC Test Vectors";"HEVC Multi-Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/2b/14/tos_live_multires_hvc.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/2b/14/tos_live_multires_hvc.mpd""";"Live, multi resolution (upto 1080p), 8-bit hvc";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"PT0H12M14.167S";"static";"";"";"1";"4";"1";"yes";"1920x1080";"video/mp4,audio/mp4";"hvc1.1.6.L63.90,hvc1.1.6.L90.90,hvc1.1.6.L93.90,hvc1.1.6.L120.90";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 9";"HEVC Test Vectors";"HEVC Multi-Resolution Multi-Rate";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHEVC/2b/15/tos_live_multires_10bit_hev.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHEVC/2b/15/tos_live_multires_10bit_hev.mpd""";"Live, multi resolution (upto 1080p), 10-bit hev";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-main";"PT0H12M14.167S";"static";"";"";"1";"4";"1";"yes";"1920x1080";"video/mp4,audio/mp4";"hev1.2.4.L63.90,hev1.2.4.L90.90,hev1.2.4.L93.90,hev1.2.4.L120.90";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"DTS Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHD/1a/qualcomm/1/MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHD/1a/qualcomm/1/MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H9M54.00S";"static";"";"";"1";"4";"1";"no";"1920x1080";"video/mp4,audio/mp4";"avc1.640028";"mp4a.40.29";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"Dolby Audio 6-Channel ID";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/1/1/ChID_voices_51_256_ddp.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/1/1/ChID_voices_51_256_ddp.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H0M30.030S";"static";"";"";"1";"1";"1";"no";"640x480";"video/mp4,audio/mp4";"avc1.42801e";"ec-3";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"Dolby Multiple Adaptation Sets";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/2/1/ChID_voices_71_768_ddp.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/2/1/ChID_voices_71_768_ddp.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H0M30.030S";"static";"";"";"1";"1";"1";"no";"640x480";"video/mp4,audio/mp4";"avc1.42801e";"ec-3";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"Dolby Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/3/1/ChID_voices_20_128_ddp.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/3/1/ChID_voices_20_128_ddp.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H0M30.030S";"static";"";"";"1";"1";"1";"no";"640x480";"video/mp4,audio/mp4";"avc1.42801e";"ec-3";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"Dolby Multiple Adaptation Sets";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/4/1/ChID_voices_71_384_448_768_ddp.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/4/1/ChID_voices_71_384_448_768_ddp.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H0M30.030S";"static";"";"";"1";"1";"3";"no";"640x480";"video/mp4,audio/mp4";"avc1.42801e";"ec-3";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/1/Living_Room_720p_20_96k_25fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/1/Living_Room_720p_20_96k_25fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H1M11.920S";"static";"";"";"1";"1";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"DTS Single Multi-Channel Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/1/Paint_dtsc_testA.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/1/Paint_dtsc_testA.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"1";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtsc";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"DTS Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/2/Paint_dtsc_testB.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/2/Paint_dtsc_testB.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"1";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtsc";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"DTS Multiple Adaptation Sets";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/3/Paint_dtsc_testD.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/3/Paint_dtsc_testD.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"2";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtsc";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"HE-AACv2 Multichannel 6-Channel ID";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/1/6chID/6chId_480p_single_adapt_heaac5_1_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/1/6chID/6chId_480p_single_adapt_heaac5_1_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT11.5416666667S";"static";"";"";"1";"1";"1";"no";"848x480";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.5";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"HE-AACv2 Multichannel 8-Channel ID";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/2/8chID/8ch_id_480p_single_adapt_heaac7_1_cf12_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/2/8chID/8ch_id_480p_single_adapt_heaac7_1_cf12_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT14.3333333333S";"static";"";"";"1";"1";"1";"no";"848x480";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.5";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"HE-AACv2 Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/3/ElephantsDream_6ch/elephants_dream_480p_heaac5_1_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/3/ElephantsDream_6ch/elephants_dream_480p_heaac5_1_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT653.696S";"static";"";"";"1";"1";"5";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.5";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"MPEG Surround 6-Channel ID";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEG_Surround/1/6chID/6chId_480p_single_adapt_mps5_1_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEG_Surround/1/6chID/6chId_480p_single_adapt_mps5_1_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT11.5416666667S";"static";"";"";"1";"1";"1";"no";"848x480";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.30";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"MPEG Surround Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEG_Surround/2/ElephantsDream_6ch/elephants_dream_480p_mps5_1_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEG_Surround/2/ElephantsDream_6ch/elephants_dream_480p_mps5_1_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT653.625S";"static";"";"";"1";"1";"5";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.30";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"MPEG-H Stereo Audio";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEGH_Stereo_lc_mha1/1/Sintel/sintel_audio_video_mpegh_mha1_stereo_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEGH_Stereo_lc_mha1/1/Sintel/sintel_audio_video_mpegh_mha1_stereo_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT888.021333333S";"static";"x";"x";"1";"1";"4";"";"848x368";"video/mp4,audio/mp4";"avc1.42c01e";"mha1.0x0B";"no";"x";"x";"x";"";"x";"no";"x";"";"x";"";"x";"x";"no";"no";"x";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"MPEG-H 5.1 Audio";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEGH_51_lc_mha1/1/Sintel/sintel_audio_video_mpegh_mha1_5_1_brs_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEGH_51_lc_mha1/1/Sintel/sintel_audio_video_mpegh_mha1_5_1_brs_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT888.021333333S";"static";"x";"x";"1";"1";"4";"";"848x368";"video/mp4,audio/mp4";"avc1.42c01e";"mha1.0x0C";"no";"x";"x";"x";"";"x";"no";"x";"";"x";"";"x";"x";"no";"no";"x";"no";"no";"8 (unknown)"
"Test Vector 1";"Multi-Channel Audio Extentions";"MPEG-H 7.1+4 Audio";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEGH_714_lc_mha1/1/Sintel/sintel_audio_video_mpegh_mha1_7_1_4_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEGH_714_lc_mha1/1/Sintel/sintel_audio_video_mpegh_mha1_7_1_4_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT893.25S";"static";"x";"x";"1";"1";"1";"";"848x476";"video/mp4,audio/mp4";"avc1.42c01e";"mha1.0x0D";"no";"x";"x";"x";"";"x";"no";"x";"";"x";"";"x";"x";"no";"no";"x";"no";"no";"8 (unknown)"
"Test Vector 10";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/10/Living_Room_720p_51_192k_2997fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/10/Living_Room_720p_51_192k_2997fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H1M11.938S";"static";"";"";"1";"1";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"yes";"yes";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 11";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/11/Living_Room_720p_51_51_192k_320k_25fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/11/Living_Room_720p_51_51_192k_320k_25fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H1M11.920S";"static";"";"";"1";"1";"2";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"yes";"yes";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 12";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/12/Living_Room_720p_51_51_192k_320k_2997fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/12/Living_Room_720p_51_51_192k_320k_2997fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H1M11.938S";"static";"";"";"1";"1";"2";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"yes";"yes";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 2";"Multi-Channel Audio Extentions";"DTS Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHD/1a/qualcomm/2/MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHD/1a/qualcomm/2/MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H10M54.00S";"static";"";"";"1";"4";"1";"no";"1920x1080";"video/mp4,audio/mp4";"avc1.640028";"mp4a.40.29";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 2";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/2/Living_Room_720p_20_96k_2997fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/2/Living_Room_720p_20_96k_2997fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H1M11.938S";"static";"";"";"1";"1";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 2";"Multi-Channel Audio Extentions";"DTS Single Multi-Channel Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/1/Paint_dtse_testA.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/1/Paint_dtse_testA.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"1";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtse";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 2";"Multi-Channel Audio Extentions";"DTS Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/2/Paint_dtse_testB.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/2/Paint_dtse_testB.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"1";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtse";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 2";"Multi-Channel Audio Extentions";"DTS Multiple Adaptation Sets";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/3/Paint_dtse_testD.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/3/Paint_dtse_testD.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"2";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtse";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
